,state,startdate,enddate,pollster,grade,samplesize,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,pop_type__a,pop_type__lv,pop_type__rv,pop_type__v
2013,Illinois,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,915.0,52.0,35.0,9.0,0.0,50.70753,35.16499,6.145224,0.0,0,1,0,0
2014,Alabama,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,372.5,19.61,54.78,4.88,0.0,25.15941,63.12058,2.313307,0.0,0,1,0,0
2015,West Virginia,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,66.0,27.41,50.21,3.77,0.0,33.41923,59.0879,0.9102387,0.0,0,1,0,0
2016,Connecticut,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,249.0,48.96,27.69,4.65,0.0,54.60888,36.74242,2.083307,0.0,0,1,0,0
2017,Illinois,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,1000.0,52.0,35.0,8.0,0.0,50.69857,35.36842,5.034882,0.0,0,1,0,0
2018,Kansas,2016-09-16,2016-10-06,Ipsos,0.7777777777777777,372.5,34.85,55.3,7.381739907109681,0.0,33.46175,54.9686,4.659761409860664,0.0,0,1,0,0
2019,Oklahoma,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,525.0,32.0,55.0,11.0,0.0,30.69841,55.13566,8.145224,0.0,0,1,0,0
2020,U.S.,2016-09-30,2016-10-04,Ipsos,0.7777777777777777,1251.0,42.4,36.2,7.6,0.0,43.58579,39.20248,5.531096,0.0,0,1,0,0
2021,South Dakota,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,66.0,32.71,36.87,6.99,0.0,38.73707,45.81878,4.130239,0.0,0,1,0,0
2022,Oregon,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,802.0,51.0,36.0,7.0,0.0,49.73198,36.24365,4.145224,0.0,0,1,0,0
2023,Oklahoma,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,552.0,31.0,55.0,11.0,0.0,29.59523,56.47037,7.342578,0.0,0,1,0,0
2024,Georgia,2016-08-06,2016-08-07,JMC Enterprises,0.2222222222222222,618.0,44.0,37.0,7.0,0.0,45.45845,41.50476,4.335279,0.0,0,1,0,0
2025,Arkansas,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,174.0,34.69,40.24,2.85,0.0,40.6521,48.93076,-0.0097613,0.0,0,1,0,0
2026,New Jersey,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,702.0,53.0,35.0,4.0,0.0,51.60832,36.63885,0.3425779,0.0,0,1,0,0
2027,Nevada,2016-09-16,2016-10-06,Ipsos,0.7777777777777777,341.0,46.23,42.29,7.381739907109681,0.0,45.53368,42.61267,4.659761409860664,0.0,0,1,0,0
2028,U.S.,2016-09-28,2016-10-02,Ipsos,0.7777777777777777,1415.0,42.5,36.7,7.4,0.0,43.90918,39.64147,5.159673,0.0,0,1,0,0
2029,Vermont,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,66.0,57.02,16.11,10.26,0.0,63.13193,25.39574,7.400239,0.0,0,1,0,0
2030,West Virginia,2016-09-16,2016-10-06,Ipsos,0.7777777777777777,174.0,36.37,55.31,7.381739907109681,0.0,35.98555,55.97467,4.659761409860664,0.0,0,1,0,0
2031,Florida,2016-10-28,2016-11-03,SurveyMonkey,0.1111111111111111,3443.0,47.0,45.0,4.0,0.0,45.71196,44.75017,1.412099,0.0,0,1,0,0
2032,Washington,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,778.0,51.0,34.0,9.0,0.0,49.61858,35.77102,5.342578,0.0,0,1,0,0
2033,South Dakota,2016-08-09,2016-09-01,SurveyMonkey,0.1111111111111111,802.0,29.0,43.0,19.0,0.0,31.273,48.80979,11.98823,0.0,0,0,1,0
2034,Virginia,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,2001.0,48.0,39.0,8.0,0.0,46.68947,39.5481,4.920829,0.0,0,1,0,0
2035,Vermont,2016-06-26,2016-06-29,"Fairbank, Maslin, Maullin, Metz & Associates",0.4444444444444445,600.0,39.0,24.0,10.0,0.0,45.09002,29.81917,5.74157,0.0,0,0,1,0
2036,New Hampshire,2016-10-17,2016-10-25,SurveyMonkey,0.1111111111111111,778.0,49.0,37.0,10.0,0.0,47.64108,39.17378,6.234497,0.0,0,1,0,0
2037,New York,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,1747.5,56.0,33.0,5.0,0.0,54.70522,33.39541,2.034882,0.0,0,1,0,0
2038,Indiana,2016-09-23,2016-10-06,Ipsos,0.7777777777777777,434.0,37.21,50.31,7.381739907109681,0.0,35.43153,49.99587,4.659761409860664,0.0,0,1,0,0
2039,U.S.,2016-10-01,2016-10-05,Ipsos,0.7777777777777777,1116.0,43.4,36.2,7.5,0.0,44.47377,39.22363,5.519489,0.0,0,1,0,0
2040,U.S.,2016-10-08,2016-10-08,Morning Consult,0.3333333333333333,1367.0,42.0,38.0,8.0,0.0,43.95496,42.57388,4.40497,0.0,0,1,0,0
2041,U.S.,2016-10-11,2016-10-17,CVOTER International,0.3333333333333333,1327.0,50.53,45.65,7.381739907109681,0.0,47.89334,43.78919,4.659761409860664,0.0,0,1,0,0
2042,California,2016-09-30,2016-10-06,Ipsos,0.7777777777777777,956.0,61.26,27.86,7.381739907109681,0.0,60.5157,29.09357,4.659761409860664,0.0,0,1,0,0
2043,California,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,2309.0,55.0,30.0,7.0,0.0,53.71487,30.18862,4.145224,0.0,0,1,0,0
2044,New Mexico,2016-09-16,2016-10-06,Ipsos,0.7777777777777777,174.0,49.11,35.93,7.381739907109681,0.0,45.67848,33.55788,4.659761409860664,0.0,0,1,0,0
2045,Illinois,2016-10-15,2016-10-19,Google Consumer Surveys,0.5555555555555556,1116.0,38.96,29.27,6.22,0.0,44.37371,37.68143,4.051139,0.0,0,1,0,0
2046,U.S.,2016-08-01,2016-08-04,Princeton Survey Research Associates International,0.6666666666666665,802.0,48.0,36.0,7.381739907109681,0.0,48.25443,40.6281,4.659761409860664,0.0,0,0,1,0
2047,New Mexico,2016-10-17,2016-10-25,SurveyMonkey,0.1111111111111111,1083.0,41.0,34.0,21.0,0.0,39.6137,35.80706,17.2345,0.0,0,1,0,0
2048,Minnesota,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,677.5,47.0,37.0,8.0,0.0,45.61142,38.67881,4.342578,0.0,0,1,0,0
2049,New Hampshire,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,66.0,46.18,21.23,8.61,0.0,53.16793,30.47696,5.24073,0.0,0,1,0,0
2050,Arkansas,2016-09-16,2016-10-06,Ipsos,0.7777777777777777,309.0,37.87,53.01,7.381739907109681,0.0,37.41542,53.54087,4.659761409860664,0.0,0,1,0,0
2051,U.S.,2016-09-24,2016-09-28,Ipsos,0.7777777777777777,2052.0,41.0,38.0,6.4,0.0,42.79827,40.81493,3.934442,0.0,0,1,0,0
2052,Texas,2016-08-08,2016-08-09,Dixie Strategies,0.3333333333333333,1000.0,35.46,46.27,7.381739907109681,0.0,35.4822,47.6552,4.659761409860664,0.0,0,1,0,0
2053,New Hampshire,2016-09-16,2016-10-06,Ipsos,0.7777777777777777,174.0,49.45,39.51,7.381739907109681,0.0,48.52465,39.81293,4.659761409860664,0.0,0,1,0,0
2054,Massachusetts,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,702.0,58.0,28.0,8.0,0.0,56.75495,28.86699,4.920829,0.0,0,1,0,0
2055,Oklahoma,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,207.0,33.48,41.63,6.24,0.0,39.42859,50.26709,3.380239,0.0,0,1,0,0
2056,U.S.,2016-07-05,2016-07-09,Marist College,0.8888888888888888,1041.0,40.0,35.0,10.0,0.0,42.96141,41.65177,4.694698,0.0,0,0,1,0
2057,U.S.,2016-10-22,2016-10-24,The Times-Picayune/Lucid,0.3333333333333333,2615.0,44.0,38.0,6.0,0.0,44.32004,42.43754,3.564065,0.0,0,1,0,0
2058,Massachusetts,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,434.0,52.83,18.93,5.1,0.0,58.53601,28.39121,2.533306,0.0,0,1,0,0
2059,Colorado,2016-09-23,2016-10-06,Ipsos,0.7777777777777777,552.0,44.77,44.86,7.381739907109681,0.0,43.2053,44.92639,4.659761409860664,0.0,0,1,0,0
2060,Connecticut,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,618.0,51.0,36.0,7.0,0.0,49.61769,37.75949,3.342578,0.0,0,1,0,0
2061,Pennsylvania,2016-10-08,2016-10-16,SurveyMonkey,0.1111111111111111,1463.0,46.0,40.0,8.0,0.0,44.86969,42.44775,3.409944,0.0,0,1,0,0
2062,New Jersey,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,677.5,55.0,34.0,4.0,0.0,53.70679,34.63245,0.9208293,0.0,0,1,0,0
2063,Texas,2016-09-30,2016-10-06,Ipsos,0.7777777777777777,600.0,33.59,50.14,7.381739907109681,0.0,32.6146,51.05293,4.659761409860664,0.0,0,1,0,0
2064,Wisconsin,2016-09-23,2016-10-06,Ipsos,0.7777777777777777,677.5,45.72,42.28,7.381739907109681,0.0,45.11487,43.27193,4.659761409860664,0.0,0,1,0,0
2065,Texas,2016-10-27,2016-11-02,SurveyMonkey,0.1111111111111111,2052.0,42.0,46.0,6.0,0.0,40.7077,45.93288,3.279315,0.0,0,1,0,0
2066,Kentucky,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,500.0,34.0,57.0,6.0,0.0,32.70415,57.15414,3.145224,0.0,0,1,0,0
2067,California,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,2508.5,55.0,30.0,7.0,0.0,53.70568,30.39731,4.034882,0.0,0,1,0,0
2068,New Hampshire,2016-07-29,2016-08-01,MassINC Polling Group,0.7777777777777777,618.0,47.0,32.0,8.0,0.0,49.65105,37.51872,3.782062,0.0,0,1,0,0
2069,U.S.,2016-09-29,2016-10-03,Ipsos,0.7777777777777777,1226.0,42.1,36.2,7.9,0.0,43.39986,39.17215,5.742558,0.0,0,1,0,0
2070,New York,2016-10-15,2016-10-19,Google Consumer Surveys,0.5555555555555556,1157.5,44.04,28.96,5.27,0.0,49.4602,37.44293,3.10114,0.0,0,1,0,0
2071,Iowa,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,1000.0,40.0,45.0,10.0,0.0,38.71852,45.44941,7.034882,0.0,0,1,0,0
2072,U.S.,2016-10-05,2016-10-06,Morning Consult,0.3333333333333333,1747.5,41.0,39.0,9.0,0.0,43.1218,43.56288,5.286309,0.0,0,1,0,0
2073,U.S.,2016-07-13,2016-07-18,Greenberg Quinlan Rosner (Democracy Corps),0.4444444444444445,915.0,43.0,40.0,11.0,0.0,44.93179,44.57858,6.480143,0.0,0,1,0,0
2074,Texas,2016-10-08,2016-10-16,SurveyMonkey,0.1111111111111111,1327.0,42.0,44.0,8.0,0.0,40.87516,46.48691,3.409944,0.0,0,1,0,0
2075,Massachusetts,2016-09-23,2016-10-06,Ipsos,0.7777777777777777,677.5,48.99,29.85,7.381739907109681,0.0,48.28413,31.01222,4.659761409860664,0.0,0,1,0,0
2076,Oregon,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,372.5,43.67,24.5,6.62,0.0,49.31514,33.52569,4.053306,0.0,0,1,0,0
2077,Minnesota,2016-09-23,2016-10-06,Ipsos,0.7777777777777777,649.0,42.03,37.57,7.381739907109681,0.0,40.75561,37.90413,4.659761409860664,0.0,0,1,0,0
2078,Florida,2016-08-10,2016-08-12,YouGov,0.5555555555555556,1192.0,45.0,40.0,5.0,0.0,47.54967,44.72633,2.296451,0.0,0,1,0,0
2079,Georgia,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,2508.5,44.0,46.0,7.0,0.0,42.66721,46.4397,3.920829,0.0,0,1,0,0
2080,U.S.,2016-10-17,2016-10-23,USC Dornsife/LA Times,0.3333333333333333,3021.5,45.11,43.77,7.381739907109681,0.0,46.17094,42.17466,4.659761409860664,0.0,0,1,0,0
2081,Nebraska,2016-09-16,2016-10-06,Ipsos,0.7777777777777777,207.0,31.75,47.56,7.381739907109681,0.0,31.04101,47.895,4.659761409860664,0.0,0,1,0,0
2082,Minnesota,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,649.0,47.0,38.0,9.0,0.0,45.71154,38.65559,5.920829,0.0,0,1,0,0
2083,Iowa,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,875.0,39.0,45.0,10.0,0.0,37.72813,45.23125,7.145224,0.0,0,1,0,0
2084,Mississippi,2016-10-17,2016-10-25,SurveyMonkey,0.1111111111111111,702.0,42.0,50.0,4.0,0.0,40.57782,51.32648,0.2344971,0.0,0,1,0,0
2085,Maryland,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,341.0,47.49,24.96,7.85,0.0,53.08359,33.6167,5.283306,0.0,0,1,0,0
2086,Michigan,2016-10-08,2016-10-16,SurveyMonkey,0.1111111111111111,1327.0,45.0,37.0,11.0,0.0,43.89353,39.61834,6.409945,0.0,0,1,0,0
2087,Tennessee,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,649.0,38.0,50.0,6.0,0.0,36.59797,51.5056,2.342578,0.0,0,1,0,0
2088,Oklahoma,2016-09-16,2016-10-06,Ipsos,0.7777777777777777,403.0,33.22,53.2,7.381739907109681,0.0,31.74688,52.69407,4.659761409860664,0.0,0,1,0,0
2089,Indiana,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,778.0,35.0,50.0,12.0,0.0,33.59566,51.47598,8.342578,0.0,0,1,0,0
2090,Colorado,2016-10-27,2016-11-02,SurveyMonkey,0.1111111111111111,1645.0,44.0,40.0,10.0,0.0,42.73401,39.99603,7.279315,0.0,0,1,0,0
2091,South Carolina,2016-09-16,2016-09-29,Ipsos,0.7777777777777777,249.0,44.41,49.0,7.381739907109681,0.0,44.39621,49.55465,4.659761409860664,0.0,0,1,0,0
2092,Idaho,2016-10-17,2016-10-25,SurveyMonkey,0.1111111111111111,434.0,29.0,50.0,15.0,0.0,27.61473,51.82084,11.2345,0.0,0,1,0,0
2093,Washington,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,702.0,53.0,34.0,8.0,0.0,51.7225,34.70896,4.920829,0.0,0,1,0,0
2094,U.S.,2016-10-10,2016-10-16,CVOTER International,0.3333333333333333,1327.0,50.22,45.53,7.381739907109681,0.0,47.58887,43.6922,4.659761409860664,0.0,0,1,0,0
2095,Arizona,2016-10-27,2016-11-02,SurveyMonkey,0.1111111111111111,1463.0,43.0,43.0,8.0,0.0,41.723,42.96959,5.279315,0.0,0,1,0,0
2096,Connecticut,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,552.0,51.0,39.0,5.0,0.0,49.72449,39.47363,2.034882,0.0,0,1,0,0
2097,Ohio,2016-10-27,2016-11-02,SurveyMonkey,0.1111111111111111,1747.5,41.0,46.0,8.0,0.0,39.71592,45.9526,5.279315,0.0,0,1,0,0
2098,West Virginia,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,101.0,24.42,48.57,6.88,0.0,31.16277,57.31126,3.510731,0.0,0,1,0,0
2099,Colorado,2016-10-08,2016-10-16,SurveyMonkey,0.1111111111111111,956.0,44.0,37.0,12.0,0.0,42.91694,39.78588,7.409945,0.0,0,1,0,0
2100,Illinois,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,956.0,53.0,34.0,8.0,0.0,51.69549,34.57744,4.920829,0.0,0,1,0,0
2101,Wisconsin,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,1500.0,43.0,42.0,9.0,0.0,41.61017,43.6627,5.342578,0.0,0,1,0,0
2102,West Virginia,2016-08-09,2016-09-01,SurveyMonkey,0.1111111111111111,702.0,27.0,52.0,12.0,0.0,29.21708,57.72363,4.988227,0.0,0,0,1,0
2103,Pennsylvania,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,2052.0,48.0,42.0,6.0,0.0,46.69901,42.1376,3.145224,0.0,0,1,0,0
2104,Louisiana,2016-09-16,2016-10-06,Ipsos,0.7777777777777777,465.0,35.53,50.88,7.381739907109681,0.0,35.4859,51.72814,4.659761409860664,0.0,0,1,0,0
2105,Montana,2016-09-09,2016-09-29,Ipsos,0.7777777777777777,138.5,39.76,53.47,7.381739907109681,0.0,38.08105,52.35901,4.659761409860664,0.0,0,1,0,0
2106,Hawaii,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,66.0,62.08,16.96,5.27,0.0,68.96511,25.99486,1.90073,0.0,0,1,0,0
2107,North Carolina,2016-10-08,2016-10-16,SurveyMonkey,0.1111111111111111,1192.0,46.0,40.0,9.0,0.0,44.85467,42.34023,4.409944,0.0,0,1,0,0
2108,Virginia,2016-09-16,2016-09-29,Ipsos,0.7777777777777777,837.0,48.26,40.35,7.381739907109681,0.0,48.11201,40.82999,4.659761409860664,0.0,0,1,0,0
2109,Missouri,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,552.0,39.0,46.0,10.0,0.0,37.69067,46.55397,6.920829,0.0,0,1,0,0
2110,Georgia,2016-08-04,2016-08-08,Gravis Marketing,0.4444444444444445,1611.0,39.0,43.0,8.0,0.0,40.31776,46.69689,4.995924,0.0,0,0,1,0
2111,Oklahoma,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,465.0,31.0,54.0,12.0,0.0,29.68974,54.33259,9.034882,0.0,0,1,0,0
2112,Iowa,2016-09-16,2016-10-06,Ipsos,0.7777777777777777,372.5,44.43,46.18,7.381739907109681,0.0,43.86496,46.69921,4.659761409860664,0.0,0,1,0,0
2113,Georgia,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,500.0,30.22,41.25,8.09,0.0,35.77781,49.65068,5.523306,0.0,0,1,0,0
2114,Oregon,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,738.0,51.0,36.0,7.0,0.0,49.72226,36.46456,4.034882,0.0,0,1,0,0
2115,Alabama,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,403.0,36.0,54.0,6.0,0.0,34.66224,54.41549,2.920829,0.0,0,1,0,0
2116,Mississippi,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,174.0,23.91,50.69,2.05,0.0,29.76302,58.94757,-0.8097612,0.0,0,1,0,0
2117,Ohio,2016-07-18,2016-07-20,Suffolk University,0.6666666666666665,500.0,42.6,38.6,4.8,0.0,45.82602,42.46467,2.737214,0.0,0,1,0,0
2118,U.S.,2016-10-09,2016-10-15,CVOTER International,0.3333333333333333,1367.0,51.17,44.58,7.381739907109681,0.0,48.55778,42.74951,4.659761409860664,0.0,0,1,0,0
2119,Indiana,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,649.0,37.0,52.0,10.0,0.0,35.6991,52.1379,7.145224,0.0,0,1,0,0
2120,Vermont,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,66.0,44.43,27.34,6.65,0.0,51.36262,36.47287,3.280731,0.0,0,1,0,0
2121,Washington,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,552.0,43.16,26.71,6.97,0.0,48.8112,35.77897,4.403306,0.0,0,1,0,0
2122,California,2016-10-15,2016-10-19,Google Consumer Surveys,0.5555555555555556,1367.0,47.95,26.85,5.62,0.0,53.37065,35.33796,3.451139,0.0,0,1,0,0
2123,Maine,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,66.0,49.93,22.54,2.51,0.0,56.85447,31.65604,-0.8592696,0.0,0,1,0,0
2124,Pennsylvania,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,2239.5,49.0,41.0,6.0,0.0,47.69032,41.33496,3.034882,0.0,0,1,0,0
2125,U.S.,2016-10-21,2016-10-23,The Times-Picayune/Lucid,0.3333333333333333,2615.0,43.0,38.0,7.0,0.0,43.32005,42.58764,4.430103,0.0,0,1,0,0
2126,North Dakota,2016-09-16,2016-10-06,Ipsos,0.7777777777777777,101.0,30.32,43.17,7.381739907109681,0.0,29.30663,43.29593,4.659761409860664,0.0,0,1,0,0
2127,Florida,2016-10-15,2016-10-19,Google Consumer Surveys,0.5555555555555556,1000.0,38.49,38.56,5.25,0.0,43.90449,46.97997,3.08114,0.0,0,1,0,0
2128,Louisiana,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,309.0,36.0,54.0,5.0,0.0,34.66853,54.44615,1.920829,0.0,0,1,0,0
2129,U.S.,2016-09-23,2016-09-27,Ipsos,0.7777777777777777,1887.0,40.9,37.9,6.5,0.0,42.80161,40.6777,3.991636,0.0,0,1,0,0
2130,Michigan,2016-10-27,2016-11-02,SurveyMonkey,0.1111111111111111,2001.0,45.0,42.0,8.0,0.0,43.71926,41.96064,5.279315,0.0,0,1,0,0
2131,Illinois,2016-07-26,2016-07-26,Illinois Public Opinion Strategies,0.3333333333333333,837.0,49.2,35.6,4.3,0.0,52.78912,37.76637,1.056345,0.0,0,1,0,0
2132,Montana,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,174.0,31.06,37.96,10.98,0.0,37.86634,46.83239,7.61073,0.0,0,1,0,0
2133,Indiana,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,677.5,37.0,51.0,10.0,0.0,35.69041,51.33532,7.034882,0.0,0,1,0,0
2134,Alaska,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,66.0,47.46,36.7,5.49,0.0,54.28207,45.60484,2.12073,0.0,0,1,0,0
2135,Nebraska,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,341.0,33.0,51.0,10.0,0.0,31.70544,51.62587,6.920829,0.0,0,1,0,0
2136,Minnesota,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,600.0,35.74,30.31,7.23,0.0,41.37268,39.24649,4.663306,0.0,0,1,0,0
2137,California,2016-06-08,2016-07-02,Field Research Corporation (Field Poll),1.0,500.0,50.0,26.0,10.0,0.0,52.61833,29.79511,5.842896,0.0,0,1,0,0
2138,Florida,2016-06-26,2016-06-28,OnMessage Inc.,0.3333333333333333,802.0,45.0,47.0,7.381739907109681,0.0,46.32105,48.56835,4.659761409860664,0.0,0,1,0,0
2139,Massachusetts,2016-06-26,2016-06-29,Hickman Analytics,0.3333333333333333,500.0,49.0,31.0,4.0,0.0,53.90761,36.61229,1.058082,0.0,0,0,1,0
2140,Wisconsin,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,1116.0,44.0,42.0,8.0,0.0,42.72228,42.21243,5.145224,0.0,0,1,0,0
2141,U.S.,2016-10-16,2016-10-22,USC Dornsife/LA Times,0.3333333333333333,3021.5,44.14,44.45,7.381739907109681,0.0,45.17001,42.94376,4.659761409860664,0.0,0,1,0,0
2142,Texas,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,1949.0,41.0,47.0,7.0,0.0,39.70239,47.14848,4.145224,0.0,0,1,0,0
2143,U.S.,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,19629.0,38.29,33.32,7.01,0.0,43.90115,42.10241,4.443306,0.0,0,1,0,0
2144,Wyoming,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,66.0,11.04,52.74,14.56,0.0,17.06495,61.68032,11.70024,0.0,0,1,0,0
2145,Georgia,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,2560.5,44.0,46.0,7.0,0.0,42.58246,47.3059,3.342578,0.0,0,1,0,0
2146,North Carolina,2016-10-27,2016-11-02,SurveyMonkey,0.1111111111111111,1887.0,49.0,41.0,7.0,0.0,47.69479,40.90189,4.279315,0.0,0,1,0,0
2147,U.S.,2016-10-08,2016-10-14,CVOTER International,0.3333333333333333,1463.0,50.55,45.06,7.381739907109681,0.0,47.96152,43.19798,4.659761409860664,0.0,0,1,0,0
2148,New York,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,1572.0,57.0,33.0,4.0,0.0,55.70207,33.60946,0.9208293,0.0,0,1,0,0
2149,Delaware,2016-08-09,2016-09-01,SurveyMonkey,0.1111111111111111,649.0,43.0,33.0,12.0,0.0,45.11169,38.56127,4.988227,0.0,0,0,1,0
2150,Michigan,2016-07-11,2016-07-15,Marketing Resource Group (MRG),0.3333333333333333,802.0,34.0,29.0,3.0,0.0,39.07792,34.20335,0.7305836,0.0,0,1,0,0
2151,Wisconsin,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,1192.0,44.0,42.0,7.0,0.0,42.71285,42.42641,4.034882,0.0,0,1,0,0
2152,Connecticut,2016-06-01,2016-06-05,Quinnipiac University,0.7777777777777777,1327.0,41.0,36.0,6.0,0.0,45.5917,41.56757,1.675719,0.0,0,0,1,0
2153,Tennessee,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,552.0,38.0,51.0,6.0,0.0,36.69397,51.34977,3.034882,0.0,0,1,0,0
2154,Iowa,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,915.0,40.0,44.0,10.0,0.0,38.71523,44.67355,6.920829,0.0,0,1,0,0
2155,Hawaii,2016-09-21,2016-09-26,Google Consumer Surveys,0.5555555555555556,66.0,42.4,21.69,11.85,0.0,49.9383,30.51508,8.182111,0.0,0,1,0,0
2156,Nevada,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,174.0,43.81,30.43,8.71,0.0,49.79693,39.21936,5.850239,0.0,0,1,0,0
2157,Kentucky,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,434.0,29.0,60.0,8.0,0.0,27.59883,61.51667,4.342578,0.0,0,1,0,0
2158,California,2016-05-29,2016-05-31,Marist College,0.8888888888888888,1799.0,55.0,31.0,7.381739907109681,0.0,55.37037,35.32397,4.659761409860664,0.0,0,0,1,0
2159,Missouri,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,618.0,37.93,26.95,7.76,0.0,43.52744,35.63429,5.193306,0.0,0,1,0,0
2160,Kansas,2016-10-17,2016-10-25,SurveyMonkey,0.1111111111111111,1696.5,36.0,48.0,11.0,0.0,34.61329,49.80153,7.234497,0.0,0,1,0,0
2161,Rhode Island,2016-08-09,2016-09-01,SurveyMonkey,0.1111111111111111,618.0,41.0,33.0,15.0,0.0,43.69874,39.4657,7.988227,0.0,0,0,1,0
2162,Washington,2016-06-15,2016-06-20,American Strategies,0.3333333333333333,802.0,48.0,36.0,7.381739907109681,0.0,48.27123,37.35423,4.659761409860664,0.0,0,1,0,0
2163,South Dakota,2016-09-02,2016-09-22,Ipsos,0.7777777777777777,101.0,28.31,51.61,7.381739907109681,0.0,27.266,51.20993,4.659761409860664,0.0,0,1,0,0
2164,Ohio,2016-06-22,2016-06-28,RABA Research,0.3333333333333333,600.0,41.0,38.0,7.381739907109681,0.0,41.94303,40.77183,4.659761409860664,0.0,0,1,0,0
2165,U.S.,2016-10-06,2016-10-10,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,1500.0,44.0,39.0,7.0,0.0,45.15015,42.39977,4.910095,0.0,0,1,0,0
2166,Ohio,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,1799.0,40.0,45.0,9.0,0.0,38.70141,45.37996,6.034882,0.0,0,1,0,0
2167,Florida,2016-10-27,2016-11-02,SurveyMonkey,0.1111111111111111,2868.0,47.0,44.0,5.0,0.0,45.71376,43.94743,2.279315,0.0,0,1,0,0
