,Unnamed: 0,state,startdate,enddate,pollster,grade,samplesize,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,pop_type__a,pop_type__lv,pop_type__rv,pop_type__v,poll_wt,duration
2433,2433,Washington,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,677.5,51.0,34.0,10.0,0.0,49.62258,35.92595,6.234497,0.0,0,1,0,0,0.0036696,8
2434,2434,U.S.,2016-09-21,2016-09-25,Ipsos,0.777777778,1041.0,43.8,38.3,6.1,0.0,45.87584,41.02991,3.532167,0.0,0,1,0,0,0.003645,4
2435,2435,U.S.,2016-10-10,2016-10-16,USC Dornsife/LA Times,0.333333333,2969.0,43.68,44.77,7.381739907,0.0,44.69629,43.59455,4.65976141,0.0,0,1,0,0,0.0036378,6
2436,2436,Oklahoma,2016-07-20,2016-07-25,SoonerPoll.com,0.555555556,309.0,28.6,53.0,7.0,0.0,31.58498,54.3079,4.6836,0.0,0,1,0,0,0.0036338,5
2437,2437,Idaho,2016-09-21,2016-09-26,Google Consumer Surveys,0.555555556,138.5,22.61,46.46,9.04,0.0,29.98383,55.05282,5.37211,0.0,0,1,0,0,0.0,5
2438,2438,New Jersey,2016-05-23,2016-05-27,Monmouth University,1.0,702.0,37.0,31.0,5.0,0.0,39.78209,36.70168,1.307201,0.0,0,0,1,0,0.0036209,4
2439,2439,Michigan,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,600.0,39.75,28.98,6.55,0.0,45.7433,37.79467,3.690239,0.0,0,1,0,0,0.003606,5
2440,2440,New Hampshire,2016-09-02,2016-09-22,Ipsos,0.777777778,174.0,51.19,36.28,7.381739907,0.0,50.71969,36.55284,4.65976141,0.0,0,1,0,0,0.0036,20
2441,2441,North Dakota,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,66.0,17.44,39.19,12.96,0.0,25.27329,48.06951,9.051606,0.0,0,1,0,0,0.0035987,6
2442,2442,U.S.,2016-07-29,2016-07-31,CBS News/New York Times,0.777777778,1116.0,43.0,38.0,10.0,0.0,46.46077,44.42706,5.050694,0.0,0,0,1,0,0.003595,2
2443,2443,New York,2016-10-10,2016-10-14,Google Consumer Surveys,0.555555556,915.0,47.36,27.7,4.92,0.0,52.97669,36.52203,2.353307,0.0,0,1,0,0,0.0035616,4
2444,2444,New Jersey,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,600.0,52.0,36.0,4.0,0.0,50.6121,37.78568,0.2344971,0.0,0,1,0,0,0.0035581,8
2445,2445,Kentucky,2016-09-09,2016-09-22,Ipsos,0.777777778,309.0,37.31,53.57,7.381739907,0.0,37.39173,54.19177,4.65976141,0.0,0,1,0,0,0.0035549,13
2446,2446,Idaho,2016-07-05,2016-07-16,Dan Jones & Associates,0.333333333,600.0,23.0,44.0,5.0,0.0,25.60045,47.92463,1.535124,0.0,0,1,0,0,0.0,11
2447,2447,U.S.,2016-09-20,2016-09-24,Ipsos,0.777777778,1083.0,42.5,37.0,6.7,0.0,44.64125,39.71984,4.109227,0.0,0,1,0,0,0.0035108,4
2448,2448,Oklahoma,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,1041.0,26.0,49.0,13.0,0.0,28.02706,54.43088,5.988227,0.0,0,0,1,0,0.0034961,23
2449,2449,California,2016-09-23,2016-09-29,Ipsos,0.777777778,778.0,63.67,23.74,7.381739907,0.0,63.50734,24.60938,4.65976141,0.0,0,1,0,0,0.0,6
2450,2450,West Virginia,2016-09-02,2016-09-22,Ipsos,0.777777778,138.5,34.55,51.74,7.381739907,0.0,34.52611,52.34463,4.65976141,0.0,0,1,0,0,0.0034841,20
2451,2451,Minnesota,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,552.0,47.0,36.0,9.0,0.0,45.61527,37.82809,5.234497,0.0,0,1,0,0,0.0034827,8
2452,2452,Wisconsin,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,738.0,44.29,27.22,3.99,0.0,50.30817,36.13344,1.130239,0.0,0,1,0,0,0.0034638,5
2453,2453,Maryland,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,1192.0,54.0,27.0,9.0,0.0,56.04261,32.45483,1.988227,0.0,0,0,1,0,0.003429,23
2454,2454,U.S.,2016-09-19,2016-09-23,Ipsos,0.777777778,1116.0,40.3,36.7,7.6,0.0,42.49006,39.42564,4.976909,0.0,0,1,0,0,0.0034195,4
2455,2455,Oregon,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,434.0,48.01,26.47,5.24,0.0,54.82162,35.35327,1.87073,0.0,0,1,0,0,0.003416,6
2456,2456,Connecticut,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,525.0,50.0,36.0,7.0,0.0,48.62166,37.91373,3.234497,0.0,0,1,0,0,0.0,8
2457,2457,Tennessee,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,552.0,38.0,49.0,7.0,0.0,36.60154,50.64423,3.234497,0.0,0,1,0,0,0.0034076,8
2458,2458,Vermont,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,66.0,43.99,18.62,10.38,0.0,51.92705,27.63206,6.471606,0.0,0,1,0,0,0.0034051,6
2459,2459,U.S.,2016-07-12,2016-08-08,Pew Research Center,0.666666667,3834.0,50.0,46.0,7.381739907,0.0,50.18081,48.15261,4.65976141,0.0,0,0,1,0,0.0033804,27
2460,2460,U.S.,2016-07-13,2016-07-16,CNN/Opinion Research Corp.,0.777777778,875.0,42.0,37.0,13.0,0.0,45.47681,40.88499,8.662889,0.0,0,0,1,0,0.0033554,3
2461,2461,California,2016-10-10,2016-10-14,Google Consumer Surveys,0.555555556,1157.5,48.27,26.89,7.23,0.0,53.88747,35.71762,4.663306,0.0,0,1,0,0,0.0,4
2462,2462,Indiana,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,677.5,35.0,48.0,13.0,0.0,33.59919,49.61279,9.234497,0.0,0,1,0,0,0.0033353,8
2463,2463,U.S.,2016-10-01,2016-10-07,CVOTER International,0.333333333,1290.0,47.74,46.71,7.381739907,0.0,45.52362,44.59248,4.65976141,0.0,0,1,0,0,0.0033329,6
2464,2464,New Mexico,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,1799.0,37.0,29.0,25.0,0.0,39.24093,34.76038,17.98822,0.0,0,0,1,0,0.0033153,23
2465,2465,Hawaii,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,101.0,40.16,21.25,10.64,0.0,48.1922,30.44106,6.538875,0.0,0,1,0,0,0.0,6
2466,2466,North Carolina,2016-06-21,2016-06-23,"National Research, Inc.",0.666666667,600.0,42.0,40.0,6.0,0.0,45.07899,44.6973,2.891486,0.0,0,1,0,0,0.0033002,2
2467,2467,Massachusetts,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,465.0,50.2,22.82,7.02,0.0,57.21436,32.12146,3.650731,0.0,0,1,0,0,0.0032535,6
2468,2468,New Mexico,2016-09-02,2016-09-22,Ipsos,0.777777778,138.5,46.94,37.92,7.381739907,0.0,43.87446,35.48956,4.65976141,0.0,0,1,0,0,0.0032528,20
2469,2469,U.S.,2016-07-12,2016-07-16,"RKM Research and Communications, Inc.",0.666666667,1000.0,43.7,41.4,6.8,0.0,46.60976,44.32052,3.753596,0.0,0,1,0,0,0.0032419,4
2470,2470,U.S.,2016-10-09,2016-10-15,USC Dornsife/LA Times,0.333333333,2969.0,43.88,44.5,7.381739907,0.0,44.9152,43.33186,4.65976141,0.0,0,1,0,0,0.003237,6
2471,2471,Wisconsin,2016-06-11,2016-06-20,Greenberg Quinlan Rosner (Democracy Corps),0.444444444,309.0,44.0,32.0,16.0,0.0,45.77541,36.89966,11.41141,0.0,0,1,0,0,0.0032336,9
2472,2472,Arizona,2016-06-11,2016-06-20,Greenberg Quinlan Rosner (Democracy Corps),0.444444444,309.0,39.0,45.0,10.0,0.0,40.72752,49.82533,5.411414,0.0,0,1,0,0,0.0,9
2473,2473,Arkansas,2016-09-02,2016-09-22,Ipsos,0.777777778,286.0,41.08,49.15,7.381739907,0.0,40.95242,49.6102,4.65976141,0.0,0,1,0,0,0.0,20
2474,2474,Wisconsin,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,1367.0,43.0,41.0,10.0,0.0,41.61399,42.81098,6.234497,0.0,0,1,0,0,0.0032036,8
2475,2475,New Hampshire,2016-09-21,2016-09-26,Google Consumer Surveys,0.555555556,66.0,40.36,38.63,4.68,0.0,48.03972,47.65478,1.01211,0.0,0,1,0,0,0.0031881,5
2476,2476,Kentucky,2016-08-26,2016-09-15,Ipsos,0.777777778,434.0,35.33,53.99,7.381739907,0.0,35.49559,54.92559,4.65976141,0.0,0,1,0,0,0.003178,20
2477,2477,U.S.,2016-06-10,2016-06-13,Selzer & Company,1.0,738.0,49.0,37.0,9.0,0.0,51.91375,40.89461,5.446187,0.0,0,1,0,0,0.0031654,3
2478,2478,Connecticut,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,1041.0,44.0,33.0,12.0,0.0,46.35487,38.93592,4.988227,0.0,0,0,1,0,0.0,23
2479,2479,U.S.,2016-10-17,2016-10-19,The Times-Picayune/Lucid,0.333333333,1799.0,47.0,35.0,6.0,0.0,47.37939,40.14175,2.981712,0.0,0,1,0,0,0.0031295,2
2480,2480,U.S.,2016-09-18,2016-09-22,Ipsos,0.777777778,1083.0,41.0,35.9,7.3,0.0,43.22294,38.64167,4.642582,0.0,0,1,0,0,0.0031255,4
2481,2481,U.S.,2016-07-09,2016-07-13,NBC News/Wall Street Journal,0.777777778,1000.0,41.0,35.0,11.0,0.0,44.86918,42.10005,6.16351,0.0,0,0,1,0,0.0031005,4
2482,2482,Maryland,2016-09-09,2016-09-22,Ipsos,0.777777778,434.0,50.27,33.88,7.381739907,0.0,50.31316,34.45374,4.65976141,0.0,0,1,0,0,0.0030949,13
2483,2483,U.S.,2016-07-22,2016-07-24,CNN/Opinion Research Corp.,0.777777778,875.0,39.0,44.0,9.0,0.0,43.85397,46.11,4.631444,0.0,0,0,1,0,0.0030858,2
2484,2484,Delaware,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,101.0,41.23,30.04,6.6,0.0,48.77344,38.54924,2.691606,0.0,0,1,0,0,0.0,6
2485,2485,Nebraska,2016-09-21,2016-09-26,Google Consumer Surveys,0.555555556,207.0,29.03,38.05,5.33,0.0,36.3629,46.58503,1.66211,0.0,0,1,0,0,0.0030692,5
2486,2486,Alabama,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,372.5,19.45,56.59,4.93,0.0,25.94269,64.81541,1.56073,0.0,0,1,0,0,0.0,6
2487,2487,Kansas,2016-09-02,2016-09-22,Ipsos,0.777777778,309.0,35.91,50.8,7.381739907,0.0,34.88639,50.40985,4.65976141,0.0,0,1,0,0,0.0030526,20
2488,2488,District of Columbia,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,66.0,38.8,32.39,6.32,0.0,47.06968,41.88916,2.218874,0.0,0,1,0,0,0.0,6
2489,2489,Massachusetts,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,1157.5,48.0,29.0,11.0,0.0,50.67745,35.4329,3.988227,0.0,0,0,1,0,0.003019,23
2490,2490,Nevada,2016-09-02,2016-09-22,Ipsos,0.777777778,286.0,45.03,45.02,7.381739907,0.0,44.67836,45.2776,4.65976141,0.0,0,1,0,0,0.0030065,20
2491,2491,Maine,2016-06-15,2016-06-21,University of New Hampshire,0.666666667,465.0,42.0,35.0,7.381739907,0.0,41.76123,38.11454,4.65976141,0.0,0,1,0,0,0.0029958,6
2492,2492,Georgia,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,600.0,28.89,43.74,7.39,0.0,35.41066,52.02312,4.02073,0.0,0,1,0,0,0.0,6
2493,2493,Missouri,2016-09-09,2016-09-22,Ipsos,0.777777778,341.0,35.23,50.79,7.381739907,0.0,34.75795,50.8541,4.65976141,0.0,0,1,0,0,0.0029878,13
2494,2494,U.S.,2016-09-17,2016-09-21,Ipsos,0.777777778,1116.0,38.3,37.7,7.8,0.0,40.54563,40.46896,5.10402,0.0,0,1,0,0,0.0029816,4
2495,2495,U.S.,2016-09-30,2016-10-06,CVOTER International,0.333333333,1251.0,47.74,46.7,7.381739907,0.0,45.60236,44.54169,4.65976141,0.0,0,1,0,0,0.0029696,6
2496,2496,Iowa,2016-06-24,2016-06-28,Loras College,0.444444444,600.0,44.0,31.0,6.0,0.0,47.51849,36.62016,2.509296,0.0,0,1,0,0,0.0029614,4
2497,2497,Iowa,2016-09-02,2016-09-22,Ipsos,0.777777778,341.0,40.51,50.74,7.381739907,0.0,40.32405,51.20504,4.65976141,0.0,0,1,0,0,0.0029593,20
2498,2498,Kentucky,2016-07-05,2016-07-07,Google Consumer Surveys,0.555555556,778.0,28.3,33.6,7.381739907,0.0,35.53333,44.41558,4.65976141,0.0,1,0,0,0,0.0029554,2
2499,2499,U.S.,2016-10-27,2016-10-28,Google Consumer Surveys,0.555555556,956.0,37.1,36.6,5.9,0.0,42.52401,43.17819,4.958244,0.0,0,1,0,0,0.0029516,1
2500,2500,Pennsylvania,2016-09-23,2016-09-29,Ipsos,0.777777778,500.0,45.23,42.35,7.381739907,0.0,44.89769,42.98726,4.65976141,0.0,0,1,0,0,0.0029471,6
2501,2501,U.S.,2016-10-04,2016-10-06,Rasmussen Reports/Pulse Opinion Research,0.333333333,1500.0,43.0,42.0,7.0,0.0,44.40402,45.37598,4.733813,0.0,0,1,0,0,0.0029089,2
2502,2502,U.S.,2016-10-03,2016-10-03,Gravis Marketing,0.444444444,1696.5,44.0,44.0,5.0,0.0,44.97039,46.57917,2.909927,0.0,0,0,1,0,0.0029004,0
2503,2503,South Dakota,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,66.0,31.03,30.11,13.38,0.0,38.72207,38.8091,9.471606,0.0,0,1,0,0,0.002893,6
2504,2504,Indiana,2016-09-09,2016-09-22,Ipsos,0.777777778,372.5,34.92,53.53,7.381739907,0.0,33.72852,52.86674,4.65976141,0.0,0,1,0,0,0.0028894,13
2505,2505,Pennsylvania,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,738.0,39.65,33.6,5.16,0.0,45.60035,42.24408,2.300239,0.0,0,1,0,0,0.0028786,5
2506,2506,U.S.,2016-06-26,2016-06-29,Suffolk University,0.666666667,1000.0,39.0,35.0,8.0,0.0,41.85593,39.40303,6.006639,0.0,0,1,0,0,0.0028725,3
2507,2507,Nevada,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,138.5,35.2,33.06,12.95,0.0,41.90156,41.71625,9.58073,0.0,0,1,0,0,0.0028534,6
2508,2508,U.S.,2016-10-08,2016-10-14,USC Dornsife/LA Times,0.333333333,2868.0,44.1,44.24,7.381739907,0.0,45.15894,43.04033,4.65976141,0.0,0,1,0,0,0.0028423,6
2509,2509,Kentucky,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,372.5,29.0,60.0,7.0,0.0,27.60242,61.65599,3.234497,0.0,0,1,0,0,0.002831,8
2510,2510,Michigan,2016-09-23,2016-09-29,Ipsos,0.777777778,372.5,39.35,39.05,7.381739907,0.0,38.55206,39.27967,4.65976141,0.0,0,1,0,0,0.0028273,6
2511,2511,Ohio,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,802.0,32.41,35.84,7.23,0.0,38.39372,44.61663,4.370239,0.0,0,1,0,0,0.0028178,5
2512,2512,Georgia,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,2239.5,44.0,47.0,7.0,0.0,42.58572,48.43226,3.234497,0.0,0,1,0,0,0.0,8
2513,2513,U.S.,2016-09-16,2016-09-20,Ipsos,0.777777778,1116.0,37.4,36.6,8.2,0.0,39.66214,39.40598,5.458128,0.0,0,1,0,0,0.002808,4
2514,2514,Tennessee,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,1041.0,31.0,51.0,10.0,0.0,33.067,56.49242,2.988227,0.0,0,0,1,0,0.0027926,23
2515,2515,Nebraska,2016-09-02,2016-09-22,Ipsos,0.777777778,174.0,30.94,54.47,7.381739907,0.0,30.58887,54.7441,4.65976141,0.0,0,1,0,0,0.0027577,20
2516,2516,Alaska,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,66.0,20.82,39.24,8.53,0.0,28.58439,48.0315,4.621605,0.0,0,1,0,0,0.0,6
2517,2517,New Mexico,2016-09-21,2016-09-26,Google Consumer Surveys,0.555555556,207.0,37.92,26.02,17.4,0.0,45.28189,34.59597,13.73211,0.0,0,1,0,0,0.0027441,5
2518,2518,U.S.,2016-09-26,2016-09-27,Morning Consult,0.333333333,1251.0,41.0,38.0,8.0,0.0,44.03934,42.34446,3.656104,0.0,0,1,0,0,0.0027426,1
2519,2519,U.S.,2016-09-29,2016-10-05,CVOTER International,0.333333333,1251.0,47.26,47.36,7.381739907,0.0,45.20859,45.15476,4.65976141,0.0,0,1,0,0,0.002741,6
2520,2520,Montana,2016-08-26,2016-09-15,Ipsos,0.777777778,101.0,39.04,52.31,7.381739907,0.0,37.47355,51.59832,4.65976141,0.0,0,1,0,0,0.0027382,20
2521,2521,Connecticut,2016-09-02,2016-09-22,Ipsos,0.777777778,434.0,47.33,37.36,7.381739907,0.0,47.28612,37.98264,4.65976141,0.0,0,1,0,0,0.0,20
2522,2522,Ohio,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,1949.0,40.0,45.0,8.0,0.0,38.60645,46.70992,4.234497,0.0,0,1,0,0,0.0027253,8
2523,2523,New Jersey,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,618.0,40.3,34.19,5.03,0.0,46.30955,43.06918,2.170239,0.0,0,1,0,0,0.0027095,5
2524,2524,Nevada,2016-09-21,2016-09-26,Google Consumer Surveys,0.555555556,174.0,33.96,34.44,9.94,0.0,41.24585,42.90859,6.27211,0.0,0,1,0,0,0.0027066,5
2525,2525,Oregon,2016-09-09,2016-09-22,Ipsos,0.777777778,372.5,43.63,41.36,7.381739907,0.0,43.3494,41.68458,4.65976141,0.0,0,1,0,0,0.0026981,13
2526,2526,U.S.,2016-09-22,2016-09-24,Morning Consult,0.333333333,1696.5,38.0,39.0,9.0,0.0,41.41467,43.22527,4.500811,0.0,0,1,0,0,0.0026934,2
2527,2527,Mississippi,2016-09-21,2016-09-26,Google Consumer Surveys,0.555555556,174.0,25.49,52.31,3.6,0.0,32.43539,60.29781,-0.0678901,0.0,0,1,0,0,0.00269,5
2528,2528,Kentucky,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,738.0,29.0,52.0,7.0,0.0,31.07956,57.51176,-0.0117731,0.0,0,0,1,0,0.0026884,23
2529,2529,Oregon,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,600.0,51.0,32.0,9.0,0.0,49.62019,33.89398,5.234497,0.0,0,1,0,0,0.0026879,8
2530,2530,Tennessee,2016-09-09,2016-09-22,Ipsos,0.777777778,434.0,33.39,47.02,7.381739907,0.0,33.5697,47.73653,4.65976141,0.0,0,1,0,0,0.0026834,13
2531,2531,Arizona,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,1572.0,41.0,42.0,12.0,0.0,39.61088,43.76933,8.234497,0.0,0,1,0,0,0.0,8
2532,2532,Oregon,2016-06-23,2016-06-27,icitizen,0.333333333,552.0,46.0,32.0,7.381739907,0.0,47.83164,36.64644,4.65976141,0.0,0,0,1,0,0.0026736,4
2533,2533,Michigan,2016-09-27,2016-09-27,Mitchell Research & Communications,0.0,1949.0,46.0,41.0,8.0,0.0,46.53078,42.97752,5.052636,0.0,0,1,0,0,0.0026702,0
2534,2534,Arkansas,2016-09-21,2016-09-26,Google Consumer Surveys,0.555555556,138.5,28.09,45.52,4.38,0.0,35.31273,53.89944,0.71211,0.0,0,1,0,0,0.0,5
2535,2535,Rhode Island,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,66.0,37.65,30.19,5.77,0.0,45.91748,39.6863,1.668874,0.0,0,1,0,0,0.0026483,6
2536,2536,Ohio,2016-09-23,2016-09-29,Ipsos,0.777777778,552.0,44.36,42.81,7.381739907,0.0,43.81821,43.28287,4.65976141,0.0,0,1,0,0,0.0026398,6
2537,2537,Delaware,2016-08-26,2016-09-15,Ipsos,0.777777778,101.0,43.33,28.07,7.381739907,0.0,43.19708,28.71817,4.65976141,0.0,0,1,0,0,0.0,20
2538,2538,Maine,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,66.0,33.3,35.15,7.28,0.0,41.22431,44.14578,3.371606,0.0,0,1,0,0,0.0026366,6
2539,2539,Montana,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,174.0,32.75,28.94,13.28,0.0,40.48983,37.70012,9.371606,0.0,0,1,0,0,0.0026332,6
2540,2540,Michigan,2016-06-11,2016-06-20,Greenberg Quinlan Rosner (Democracy Corps),0.444444444,309.0,48.0,33.0,12.0,0.0,49.69152,37.76945,7.411413,0.0,0,1,0,0,0.0026326,9
2541,2541,North Dakota,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,66.0,26.31,45.08,8.91,0.0,34.3108,54.23033,4.808874,0.0,0,1,0,0,0.0026167,6
2542,2542,Vermont,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,66.0,49.71,18.36,7.19,0.0,57.82103,27.65333,3.088874,0.0,0,1,0,0,0.0026004,6
2543,2543,U.S.,2016-07-29,2016-08-04,IBD/TIPP,0.777777778,837.0,39.0,35.0,12.0,0.0,44.0336,41.27857,7.00384,0.0,0,0,1,0,0.0025854,6
2544,2544,Virginia,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,618.0,40.86,27.0,7.23,0.0,47.50591,35.54146,3.860731,0.0,0,1,0,0,0.0025844,6
2545,2545,Oklahoma,2016-09-02,2016-09-22,Ipsos,0.777777778,341.0,29.57,54.94,7.381739907,0.0,28.41424,54.36033,4.65976141,0.0,0,1,0,0,0.0025787,20
2546,2546,U.S.,2016-09-15,2016-09-19,Ipsos,0.777777778,1116.0,37.4,39.2,7.4,0.0,39.682,42.03649,4.620548,0.0,0,1,0,0,0.002578,4
2547,2547,Texas,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,2127.0,40.0,47.0,8.0,0.0,38.6013,48.64093,4.234497,0.0,0,1,0,0,0.0025762,8
2548,2548,U.S.,2016-10-07,2016-10-13,USC Dornsife/LA Times,0.333333333,2868.0,44.2,43.88,7.381739907,0.0,45.30413,42.63774,4.65976141,0.0,0,1,0,0,0.002576,6
2549,2549,New Jersey,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,915.0,49.0,34.0,8.0,0.0,51.21809,39.72519,0.9882269,0.0,0,0,1,0,0.0025658,23
2550,2550,Illinois,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,1041.0,39.07,29.52,6.88,0.0,45.04517,38.26265,4.020239,0.0,0,1,0,0,0.0,5
2551,2551,Wyoming,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,66.0,16.57,58.22,14.78,0.0,24.41425,67.16723,10.67887,0.0,0,1,0,0,0.0025624,6
2552,2552,U.S.,2016-09-28,2016-10-04,CVOTER International,0.333333333,1290.0,47.1,47.83,7.381739907,0.0,45.13787,45.56964,4.65976141,0.0,0,1,0,0,0.0025513,6
2553,2553,Maine,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,101.0,33.34,27.83,8.49,0.0,41.43749,37.10577,4.388874,0.0,0,1,0,0,0.0025498,6
2554,2554,U.S.,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,22166.0,38.55,33.51,7.03,0.0,45.24836,42.15966,3.660731,0.0,0,1,0,0,0.0025429,6
2555,2555,U.S.,2016-10-16,2016-10-18,The Times-Picayune/Lucid,0.333333333,1645.0,46.0,36.0,6.0,0.0,46.41181,41.26712,2.895303,0.0,0,1,0,0,0.0025379,2
2556,2556,North Carolina,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,738.0,31.28,41.89,7.83,0.0,37.86388,50.3035,4.460731,0.0,0,1,0,0,0.0025246,6
2557,2557,Colorado,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,1611.0,44.0,38.0,12.0,0.0,42.61779,39.86179,8.234497,0.0,0,1,0,0,0.0,8
2558,2558,Pennsylvania,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,2127.0,48.0,42.0,6.0,0.0,46.59914,43.612,2.234497,0.0,0,1,0,0,0.0024927,8
2559,2559,West Virginia,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,66.0,19.42,35.52,10.5,0.0,27.06054,44.15328,6.591606,0.0,0,1,0,0,0.0024837,6
2560,2560,New Hampshire,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,66.0,34.66,34.38,10.44,0.0,42.86279,43.79239,6.338874,0.0,0,1,0,0,0.0024503,6
2561,2561,Illinois,2016-09-16,2016-09-22,Ipsos,0.777777778,434.0,53.43,30.81,7.381739907,0.0,53.52977,31.42543,4.65976141,0.0,0,1,0,0,0.0,6
2562,2562,Louisiana,2016-09-02,2016-09-22,Ipsos,0.777777778,372.5,35.79,51.87,7.381739907,0.0,36.02374,52.63188,4.65976141,0.0,0,1,0,0,0.0024407,20
2563,2563,Kansas,2016-09-21,2016-09-26,Google Consumer Surveys,0.555555556,249.0,42.95,30.92,9.46,0.0,50.3071,39.48919,5.79211,0.0,0,1,0,0,0.0024394,5
2564,2564,Washington,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,552.0,45.41,24.67,8.26,0.0,52.24176,33.59483,4.890731,0.0,0,1,0,0,0.0024364,6
2565,2565,Idaho,2016-08-26,2016-09-15,Ipsos,0.777777778,174.0,31.94,56.14,7.381739907,0.0,31.41261,56.44347,4.65976141,0.0,0,1,0,0,0.0,20
2566,2566,Arizona,2016-09-16,2016-09-29,Ipsos,0.777777778,525.0,44.13,45.74,7.381739907,0.0,43.73918,46.02051,4.65976141,0.0,0,1,0,0,0.0,13
2567,2567,Colorado,2016-06-21,2016-06-24,YouGov,0.555555556,1000.0,40.0,39.0,4.0,0.0,43.74041,43.59026,1.621856,0.0,0,1,0,0,0.0,3
2568,2568,Louisiana,2016-09-21,2016-09-26,Google Consumer Surveys,0.555555556,207.0,30.6,45.73,4.85,0.0,37.64731,53.86173,1.18211,0.0,0,1,0,0,0.0023896,5
2569,2569,Hawaii,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,66.0,43.2,31.59,2.79,0.0,51.06284,40.50726,-1.118394,0.0,0,1,0,0,0.0,6
2570,2570,Colorado,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,552.0,38.58,28.19,9.21,0.0,45.37133,37.03143,5.840731,0.0,0,1,0,0,0.0,6
2571,2571,Texas,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,956.0,31.75,39.97,7.9,0.0,37.71021,48.65324,5.040239,0.0,0,1,0,0,0.0023801,5
2572,2572,Delaware,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,101.0,33.9,28.33,7.86,0.0,41.59289,37.08086,3.758874,0.0,0,1,0,0,0.0,6
2573,2573,Kansas,2016-06-04,2016-06-06,Zogby Interactive/JZ Analytics,0.111111111,434.0,43.0,36.0,7.381739907,0.0,44.06337,41.34155,4.65976141,0.0,0,0,1,0,0.0023671,2
2574,2574,Georgia,2016-05-27,2016-05-30,Public Policy Polling,0.666666667,738.0,38.0,45.0,6.0,0.0,40.28816,48.99729,3.060866,0.0,0,0,0,1,0.0,3
2575,2575,Kansas,2016-07-11,2016-07-21,Fort Hays State University,0.111111111,552.0,27.0,44.0,7.0,0.0,31.53495,47.38951,4.042493,0.0,0,1,0,0,0.0023621,10
