,state,startdate,enddate,pollster,grade,samplesize,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,pop_type__a,pop_type__lv,pop_type__rv,pop_type__v,poll_wt,duration
2339,Arkansas,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,138.5,29.66,45.44,3.96,0,36.31565,54.00156,0.5907304,0,0,1,0,0,0,6
2340,U.S.,2016-10-12,2016-10-18,USC Dornsife/LA Times,0.333333333,3021.5,43.85,44.1,7.381739907,0,44.85943,42.86881,4.65976141,0,0,1,0,0,0.0046064,6
2341,South Carolina,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,1887,43,45,7,0,41.58637,46.44108,3.234497,0,0,1,0,0,0.0045829,8
2342,New Mexico,2016-09-24,2016-09-25,Zia Poll,0.333333333,1415,41.8,36.6,16,0,42.74894,37.35501,14.61707,0,0,1,0,0,0.0045661,1
2343,Georgia,2016-09-09,2016-09-22,Ipsos,0.777777778,618,42.71,46.04,7.381739907,0,42.3541,46.16292,4.65976141,0,0,1,0,0,0,13
2344,Oklahoma,2016-09-09,2016-09-29,Ipsos,0.777777778,372.5,31.34,53.86,7.381739907,0,30.15542,53.17077,4.65976141,0,0,1,0,0,0.0045202,20
2345,Louisiana,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,875,33,49,9,0,34.8532,54.16303,1.988227,0,0,0,1,0,0.0045177,23
2346,Louisiana,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,372.5,38,53,5,0,36.5866,54.44408,1.234497,0,0,1,0,0,0.0045165,8
2347,Missouri,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,702,36,50,9,0,34.60136,51.64177,5.234497,0,0,1,0,0,0.0044861,8
2348,Louisiana,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,249,31.23,45.71,5.78,0,37.75811,54.00848,2.410731,0,0,1,0,0,0.0044797,6
2349,Louisiana,2016-09-09,2016-09-29,Ipsos,0.777777778,434,37.53,49.56,7.381739907,0,37.7449,50.22788,4.65976141,0,0,1,0,0,0.0044783,20
2350,New Hampshire,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,101,28.44,37.61,12.73,0,36.46344,46.73241,8.821606,0,0,1,0,0,0.0044604,6
2351,U.S.,2016-06-14,2016-06-18,TargetPoint,0.222222222,1000,45,40,7.381739907,0,45.78473,41.95241,4.65976141,0,0,1,0,0,0.0044386,4
2352,Kentucky,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,372.5,36.44,36.64,4.92,0,43.10164,45.21392,1.55073,0,0,1,0,0,0.0044231,6
2353,Michigan,2016-06-10,2016-06-22,Evolving Strategies,0.333333333,618,47,30,14,0,49.01019,36.85357,8.015921,0,0,1,0,0,0.0044212,12
2354,Wisconsin,2016-06-21,2016-06-24,YouGov,0.555555556,1000,41,36,3,0,44.68026,40.49964,0.6218556,0,0,1,0,0,0.0044009,3
2355,U.S.,2016-10-12,2016-10-16,Rasmussen Reports/Pulse Opinion Research,0.333333333,1500,43,41,5,0,43.76579,44.29939,3.285496,0,0,1,0,0,0.0043912,4
2356,Illinois,2016-06-07,2016-06-07,"Political Callers, Inc.",0.333333333,738,48.3,29.5,6.1,0,50.72734,34.12196,2.676798,0,0,1,0,0,0,0
2357,Indiana,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,2309,30,46,13,0,32.03341,51.44067,5.988227,0,0,0,1,0,0.0043751,23
2358,Mississippi,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,837,43,46,4,0,44.72758,50.9695,-3.011773,0,0,0,1,0,0.0043671,23
2359,Florida,2016-10-24,2016-10-30,SurveyMonkey,0.111111111,2615,46,45,5,0,44.69628,45.58126,1.920829,0,0,1,0,0,0,6
2360,Florida,2016-06-10,2016-06-22,Evolving Strategies,0.333333333,600,47,34,12,0,48.95707,40.77114,6.015921,0,0,1,0,0,0,12
2361,Indiana,2016-09-16,2016-09-29,Ipsos,0.777777778,341,35.88,53.16,7.381739907,0,34.6003,52.50256,4.65976141,0,0,1,0,0,0.0043117,13
2362,Tennessee,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,525,31.62,42.73,6.66,0,38.27424,51.28864,3.29073,0,0,1,0,0,0.0042992,6
2363,South Carolina,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,403,29.83,40.78,7.62,0,36.35622,49.07458,4.250731,0,0,1,0,0,0.0042507,6
2364,Colorado,2016-09-16,2016-09-29,Ipsos,0.777777778,465,43.25,45.22,7.381739907,0,42.2514,44.92171,4.65976141,0,0,1,0,0,0,13
2365,Maine,2016-08-17,2016-08-20,Maine People's Resource Center,0.222222222,837,42,32,10,0,45.86563,37.02923,5.595687,0,0,1,0,0,0.0042455,3
2366,Georgia,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,465,30.76,42.67,7.45,0,36.64908,51.07077,4.590239,0,0,1,0,0,0,5
2367,Missouri,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,1799,34,43,14,0,36.06438,48.48837,6.988227,0,0,0,1,0,0.0042159,23
2368,Massachusetts,2016-09-16,2016-09-29,Ipsos,0.777777778,600,50.12,28.38,7.381739907,0,50.07593,29.14717,4.65976141,0,0,1,0,0,0.0042093,13
2369,North Carolina,2016-09-16,2016-09-29,Ipsos,0.777777778,525,48.07,43.58,7.381739907,0,47.96911,44.07623,4.65976141,0,0,1,0,0,0.0042051,13
2370,Illinois,2016-09-23,2016-09-29,Ipsos,0.777777778,434,52.71,33.37,7.381739907,0,52.50708,34.17018,4.65976141,0,0,1,0,0,0,6
2371,U.S.,2016-10-03,2016-10-09,CVOTER International,0.333333333,1367,49.92,44.39,7.381739907,0,47.57058,42.3546,4.65976141,0,0,1,0,0,0.004192,6
2372,Texas,2016-10-10,2016-10-14,Google Consumer Surveys,0.555555556,956,29.79,41.49,7.83,0,35.38728,50.17315,5.263306,0,0,1,0,0,0.0041824,4
2373,Minnesota,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,600,39.04,25.42,9.94,0,45.06401,34.3566,7.080238,0,0,1,0,0,0.0041775,5
2374,U.S.,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,19629,38.52,33.47,6.67,0,44.5052,42.25251,3.810239,0,0,1,0,0,0.0041749,5
2375,Iowa,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,1226,40,44,9,0,38.61773,45.86102,5.234497,0,0,1,0,0,0.0041738,8
2376,Washington,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,525,45.5,27.99,9.59,0,51.55737,37.05908,6.730239,0,0,1,0,0,0.0041689,5
2377,Wisconsin,2016-09-16,2016-09-29,Ipsos,0.777777778,600,42.48,42,7.381739907,0,42.42723,42.63161,4.65976141,0,0,1,0,0,0.0041565,13
2378,Minnesota,2016-09-16,2016-09-29,Ipsos,0.777777778,552,42.8,34.63,7.381739907,0,42.08259,34.60234,4.65976141,0,0,1,0,0,0.0041297,13
2379,Kentucky,2016-08-02,2016-08-04,Google Consumer Surveys,0.555555556,500,25,41,7.381739907,0,30.9081,52.20061,4.65976141,0,1,0,0,0,0.0041278,2
2380,U.S.,2016-07-27,2016-08-09,Public Religion Research Institute,0.333333333,1799,48,36,7.381739907,0,47.73986,41.15139,4.65976141,0,0,0,1,0,0.0041267,13
2381,U.S.,2016-08-01,2016-08-04,ABC News/Washington Post,1,677.5,48,40,7,0,47.94886,43.50362,3.976357,0,0,1,0,0,0.0041205,3
2382,Arizona,2016-06-22,2016-06-23,Public Policy Polling,0.666666667,702,40,44,7.381739907,0,40.32042,46.20898,4.65976141,0,0,0,0,1,0,1
2383,U.S.,2016-10-18,2016-10-20,The Times-Picayune/Lucid,0.333333333,2127,45,37,6,0,45.35033,42.01366,3.071387,0,0,1,0,0,0.0040963,2
2384,Arizona,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,552,38.24,35.87,6.51,0,44.24398,44.72705,3.650239,0,0,1,0,0,0,5
2385,Missouri,2016-09-01,2016-09-02,Remington,0.333333333,1290,38,47,8,0,40.3528,48.9996,5.286654,0,0,1,0,0,0.0040843,1
2386,U.S.,2016-10-11,2016-10-17,USC Dornsife/LA Times,0.333333333,2969,43.28,44.92,7.381739907,0,44.29076,43.72153,4.65976141,0,0,1,0,0,0.004069,6
2387,Colorado,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,525,41.46,25.52,10.02,0,47.49549,34.50222,7.160239,0,0,1,0,0,0,5
2388,U.S.,2016-07-31,2016-08-03,NBC News/Wall Street Journal,0.777777778,802,43,34,10,0,45.60745,41.52476,5.044029,0,0,0,1,0,0.0040582,3
2389,Utah,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,956,28,33,7,29,26.56364,34.69038,3.122616,29.47327,0,1,0,0,0.0040569,8
2390,New Hampshire,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,1226,40,34,14,0,42.63266,40.36389,6.988227,0,0,0,1,0,0.0040366,23
2391,Illinois,2016-10-10,2016-10-14,Google Consumer Surveys,0.555555556,915,36.05,32.23,7.66,0,41.65558,40.97255,5.093306,0,0,1,0,0,0,4
2392,Virginia,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,2433.5,48,39,9,0,46.60056,40.63102,5.234497,0,0,1,0,0,0.0039815,8
2393,Virginia,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,525,34.05,36.57,6.35,0,40.00683,45.23982,3.490239,0,0,1,0,0,0.0039788,5
2394,Arkansas,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,778,37,46,11,0,39.0694,51.49612,3.988227,0,0,0,1,0,0,23
2395,Montana,2016-09-21,2016-09-26,Google Consumer Surveys,0.555555556,138.5,32.15,36.3,6.1,0,39.57998,44.9721,2.43211,0,0,1,0,0,0.0039704,5
2396,North Carolina,2016-10-24,2016-10-30,SurveyMonkey,0.111111111,1367,47,43,8,0,45.67844,43.49441,4.920829,0,0,1,0,0,0.0039685,6
2397,U.S.,2016-09-29,2016-10-03,Rasmussen Reports/Pulse Opinion Research,0.333333333,1500,42,41,9,0,43.83389,44.29341,6.416326,0,0,1,0,0,0.0039676,4
2398,Alabama,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,956,31,53,8,0,32.79316,58.07052,0.9882269,0,0,0,1,0,0,23
2399,Florida,2016-10-10,2016-10-14,Google Consumer Surveys,0.555555556,956,36.93,39.19,6.43,0,42.53691,47.94203,3.863306,0,0,1,0,0,0,4
2400,North Carolina,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,618,35.04,36.78,6.67,0,40.96327,45.31655,3.810239,0,0,1,0,0,0.003959,5
2401,New Jersey,2016-05-10,2016-05-16,Quinnipiac University,0.777777778,2001,45,38,7.381739907,0,47.19685,41.48024,4.65976141,0,0,0,1,0,0.0039564,6
2402,Delaware,2016-09-02,2016-09-22,Ipsos,0.777777778,101,40.04,32.95,7.381739907,0,39.84963,33.35907,4.65976141,0,0,1,0,0,0,20
2403,Illinois,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,1083,52,34,8,0,50.60457,35.68481,4.234497,0,0,1,0,0,0,8
2404,Connecticut,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,309,44.46,26.58,3.91,0,51.28406,35.48893,0.5407305,0,0,1,0,0,0,6
2405,Missouri,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,600,34.15,30.38,9.23,0,40.1105,39.06438,6.370238,0,0,1,0,0,0.0038975,5
2406,Michigan,2016-10-24,2016-10-30,SurveyMonkey,0.111111111,1415,43,42,8,0,41.70145,42.60646,4.920829,0,0,1,0,0,0.0038909,6
2407,U.S.,2016-07-22,2016-07-22,RABA Research,0.333333333,915,39,34,8,0,43.91487,37.41993,4.569979,0,0,1,0,0,0.0038902,0
2408,U.S.,2016-09-22,2016-09-26,Ipsos,0.777777778,1041,42.6,37.4,6.6,0,44.59227,40.15419,4.061052,0,0,1,0,0,0.0038888,4
2409,Massachusetts,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,677.5,61,28,6,0,59.64421,30.21571,2.234497,0,0,1,0,0,0.0038875,8
2410,California,2016-05-26,2016-05-31,Field Research Corporation (Field Poll),1,1000,53,34,7.381739907,0,53.17738,35.35561,4.65976141,0,0,1,0,0,0,5
2411,Florida,2016-07-09,2016-07-10,JMC Enterprises,0.222222222,702,42,47,7.381739907,0,43.36658,49.76465,4.65976141,0,0,1,0,0,0,1
2412,California,2016-09-01,2016-09-08,SurveyMonkey,0.111111111,4100,49,29,11,0,51.42661,33.93447,4.033679,0,0,0,1,0,0,7
2413,U.S.,2016-06-15,2016-06-19,Monmouth University,1,702,44,37,9,0,45.61427,40.77151,6.247622,0,0,1,0,0,0.0038625,4
2414,U.S.,2016-07-07,2016-07-11,GfK Group,0.666666667,837,40,36,6,0,43.54449,43.09031,1.888506,0,0,0,1,0,0.0038569,4
2415,Alabama,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,403,36,52,8,0,34.5824,53.38787,4.234497,0,0,1,0,0,0,8
2416,Kentucky,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,207,35.39,34,7.12,0,41.35534,42.70362,4.260239,0,0,1,0,0,0.0038314,5
2417,Virginia,2016-08-07,2016-08-17,Roanoke College,0.333333333,802,48,32,8,0,48.93272,38.45912,4.308417,0,0,1,0,0,0.0038151,10
2418,Rhode Island,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,66,46.4,30.9,8.84,0,54.48433,40.10019,4.931606,0,0,1,0,0,0.003811,6
2419,U.S.,2016-09-27,2016-09-27,Gravis Marketing,0.444444444,3443,47,43,6,0,48.59713,45.40464,3.477898,0,0,0,1,0,0.0038074,0
2420,Nevada,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,2729,40,37,12,0,42.14721,42.61599,4.988227,0,0,0,1,0,0.0038064,23
2421,New Jersey,2016-09-09,2016-09-22,Ipsos,0.777777778,837,50.49,32.22,7.381739907,0,51.1847,33.49024,4.65976141,0,0,1,0,0,0.0037827,13
2422,Iowa,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,403,38.14,29.27,6.48,0,44.93085,38.11044,3.110731,0,0,1,0,0,0.0037701,6
2423,Wyoming,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,66,30.13,45.26,3.58,0,37.81592,53.95125,-0.3283944,0,0,1,0,0,0.0037624,6
2424,U.S.,2016-10-02,2016-10-08,CVOTER International,0.333333333,1327,48.2,45.86,7.381739907,0,45.90928,43.78349,4.65976141,0,0,1,0,0,0.0037547,6
2425,Indiana,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,649,36.04,35.07,6.95,0,41.99062,43.71514,4.090239,0,0,1,0,0,0.0037525,5
2426,Maryland,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,465,48.83,23.09,6.86,0,55.46985,31.61896,3.490731,0,0,1,0,0,0.0037338,6
2427,Mississippi,2016-09-02,2016-09-22,Ipsos,0.777777778,174,37.59,49.94,7.381739907,0,38.01535,50.85884,4.65976141,0,0,1,0,0,0.0037318,20
2428,Texas,2016-09-23,2016-09-29,Ipsos,0.777777778,465,32.9,48.31,7.381739907,0,32.47488,48.86777,4.65976141,0,0,1,0,0,0.0037236,6
2429,Idaho,2016-09-02,2016-09-22,Ipsos,0.777777778,174,32.19,54.9,7.381739907,0,31.59901,54.94817,4.65976141,0,0,1,0,0,0,20
2430,Illinois,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,2615,45,31,12,0,47.11035,36.5592,4.988227,0,0,0,1,0,0,23
2431,Oklahoma,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,500,32,56,10,0,30.59875,57.60684,6.234497,0,0,1,0,0,0.0036876,8
2432,Maine,2016-09-02,2016-09-22,Ipsos,0.777777778,249,39.71,38.19,7.381739907,0,39.25912,38.45259,4.65976141,0,0,1,0,0,0.0036743,20
2433,Washington,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,677.5,51,34,10,0,49.62258,35.92595,6.234497,0,0,1,0,0,0.0036696,8
2434,U.S.,2016-09-21,2016-09-25,Ipsos,0.777777778,1041,43.8,38.3,6.1,0,45.87584,41.02991,3.532167,0,0,1,0,0,0.003645,4
2435,U.S.,2016-10-10,2016-10-16,USC Dornsife/LA Times,0.333333333,2969,43.68,44.77,7.381739907,0,44.69629,43.59455,4.65976141,0,0,1,0,0,0.0036378,6
2436,Oklahoma,2016-07-20,2016-07-25,SoonerPoll.com,0.555555556,309,28.6,53,7,0,31.58498,54.3079,4.6836,0,0,1,0,0,0.0036338,5
2437,Idaho,2016-09-21,2016-09-26,Google Consumer Surveys,0.555555556,138.5,22.61,46.46,9.04,0,29.98383,55.05282,5.37211,0,0,1,0,0,0,5
2438,New Jersey,2016-05-23,2016-05-27,Monmouth University,1,702,37,31,5,0,39.78209,36.70168,1.307201,0,0,0,1,0,0.0036209,4
2439,Michigan,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,600,39.75,28.98,6.55,0,45.7433,37.79467,3.690239,0,0,1,0,0,0.003606,5
2440,New Hampshire,2016-09-02,2016-09-22,Ipsos,0.777777778,174,51.19,36.28,7.381739907,0,50.71969,36.55284,4.65976141,0,0,1,0,0,0.0036,20
2441,North Dakota,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,66,17.44,39.19,12.96,0,25.27329,48.06951,9.051606,0,0,1,0,0,0.0035987,6
2442,U.S.,2016-07-29,2016-07-31,CBS News/New York Times,0.777777778,1116,43,38,10,0,46.46077,44.42706,5.050694,0,0,0,1,0,0.003595,2
2443,New York,2016-10-10,2016-10-14,Google Consumer Surveys,0.555555556,915,47.36,27.7,4.92,0,52.97669,36.52203,2.353307,0,0,1,0,0,0.0035616,4
2444,New Jersey,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,600,52,36,4,0,50.6121,37.78568,0.2344971,0,0,1,0,0,0.0035581,8
2445,Kentucky,2016-09-09,2016-09-22,Ipsos,0.777777778,309,37.31,53.57,7.381739907,0,37.39173,54.19177,4.65976141,0,0,1,0,0,0.0035549,13
2446,Idaho,2016-07-05,2016-07-16,Dan Jones & Associates,0.333333333,600,23,44,5,0,25.60045,47.92463,1.535124,0,0,1,0,0,0,11
2447,U.S.,2016-09-20,2016-09-24,Ipsos,0.777777778,1083,42.5,37,6.7,0,44.64125,39.71984,4.109227,0,0,1,0,0,0.0035108,4
2448,Oklahoma,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,1041,26,49,13,0,28.02706,54.43088,5.988227,0,0,0,1,0,0.0034961,23
2449,California,2016-09-23,2016-09-29,Ipsos,0.777777778,778,63.67,23.74,7.381739907,0,63.50734,24.60938,4.65976141,0,0,1,0,0,0,6
2450,West Virginia,2016-09-02,2016-09-22,Ipsos,0.777777778,138.5,34.55,51.74,7.381739907,0,34.52611,52.34463,4.65976141,0,0,1,0,0,0.0034841,20
2451,Minnesota,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,552,47,36,9,0,45.61527,37.82809,5.234497,0,0,1,0,0,0.0034827,8
2452,Wisconsin,2016-10-04,2016-10-09,Google Consumer Surveys,0.555555556,738,44.29,27.22,3.99,0,50.30817,36.13344,1.130239,0,0,1,0,0,0.0034638,5
2453,Maryland,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,1192,54,27,9,0,56.04261,32.45483,1.988227,0,0,0,1,0,0.003429,23
2454,U.S.,2016-09-19,2016-09-23,Ipsos,0.777777778,1116,40.3,36.7,7.6,0,42.49006,39.42564,4.976909,0,0,1,0,0,0.0034195,4
2455,Oregon,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,434,48.01,26.47,5.24,0,54.82162,35.35327,1.87073,0,0,1,0,0,0.003416,6
2456,Connecticut,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,525,50,36,7,0,48.62166,37.91373,3.234497,0,0,1,0,0,0,8
2457,Tennessee,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,552,38,49,7,0,36.60154,50.64423,3.234497,0,0,1,0,0,0.0034076,8
2458,Vermont,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,66,43.99,18.62,10.38,0,51.92705,27.63206,6.471606,0,0,1,0,0,0.0034051,6
2459,U.S.,2016-07-12,2016-08-08,Pew Research Center,0.666666667,3834,50,46,7.381739907,0,50.18081,48.15261,4.65976141,0,0,0,1,0,0.0033804,27
2460,U.S.,2016-07-13,2016-07-16,CNN/Opinion Research Corp.,0.777777778,875,42,37,13,0,45.47681,40.88499,8.662889,0,0,0,1,0,0.0033554,3
2461,California,2016-10-10,2016-10-14,Google Consumer Surveys,0.555555556,1157.5,48.27,26.89,7.23,0,53.88747,35.71762,4.663306,0,0,1,0,0,0,4
2462,Indiana,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,677.5,35,48,13,0,33.59919,49.61279,9.234497,0,0,1,0,0,0.0033353,8
2463,U.S.,2016-10-01,2016-10-07,CVOTER International,0.333333333,1290,47.74,46.71,7.381739907,0,45.52362,44.59248,4.65976141,0,0,1,0,0,0.0033329,6
2464,New Mexico,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,1799,37,29,25,0,39.24093,34.76038,17.98822,0,0,0,1,0,0.0033153,23
2465,Hawaii,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,101,40.16,21.25,10.64,0,48.1922,30.44106,6.538875,0,0,1,0,0,0,6
2466,North Carolina,2016-06-21,2016-06-23,"National Research, Inc.",0.666666667,600,42,40,6,0,45.07899,44.6973,2.891486,0,0,1,0,0,0.0033002,2
2467,Massachusetts,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,465,50.2,22.82,7.02,0,57.21436,32.12146,3.650731,0,0,1,0,0,0.0032535,6
2468,New Mexico,2016-09-02,2016-09-22,Ipsos,0.777777778,138.5,46.94,37.92,7.381739907,0,43.87446,35.48956,4.65976141,0,0,1,0,0,0.0032528,20
2469,U.S.,2016-07-12,2016-07-16,"RKM Research and Communications, Inc.",0.666666667,1000,43.7,41.4,6.8,0,46.60976,44.32052,3.753596,0,0,1,0,0,0.0032419,4
2470,U.S.,2016-10-09,2016-10-15,USC Dornsife/LA Times,0.333333333,2969,43.88,44.5,7.381739907,0,44.9152,43.33186,4.65976141,0,0,1,0,0,0.003237,6
2471,Wisconsin,2016-06-11,2016-06-20,Greenberg Quinlan Rosner (Democracy Corps),0.444444444,309,44,32,16,0,45.77541,36.89966,11.41141,0,0,1,0,0,0.0032336,9
2472,Arizona,2016-06-11,2016-06-20,Greenberg Quinlan Rosner (Democracy Corps),0.444444444,309,39,45,10,0,40.72752,49.82533,5.411414,0,0,1,0,0,0,9
2473,Arkansas,2016-09-02,2016-09-22,Ipsos,0.777777778,286,41.08,49.15,7.381739907,0,40.95242,49.6102,4.65976141,0,0,1,0,0,0,20
2474,Wisconsin,2016-10-17,2016-10-25,SurveyMonkey,0.111111111,1367,43,41,10,0,41.61399,42.81098,6.234497,0,0,1,0,0,0.0032036,8
2475,New Hampshire,2016-09-21,2016-09-26,Google Consumer Surveys,0.555555556,66,40.36,38.63,4.68,0,48.03972,47.65478,1.01211,0,0,1,0,0,0.0031881,5
2476,Kentucky,2016-08-26,2016-09-15,Ipsos,0.777777778,434,35.33,53.99,7.381739907,0,35.49559,54.92559,4.65976141,0,0,1,0,0,0.003178,20
2477,U.S.,2016-06-10,2016-06-13,Selzer & Company,1,738,49,37,9,0,51.91375,40.89461,5.446187,0,0,1,0,0,0.0031654,3
2478,Connecticut,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,1041,44,33,12,0,46.35487,38.93592,4.988227,0,0,0,1,0,0,23
2479,U.S.,2016-10-17,2016-10-19,The Times-Picayune/Lucid,0.333333333,1799,47,35,6,0,47.37939,40.14175,2.981712,0,0,1,0,0,0.0031295,2
2480,U.S.,2016-09-18,2016-09-22,Ipsos,0.777777778,1083,41,35.9,7.3,0,43.22294,38.64167,4.642582,0,0,1,0,0,0.0031255,4
2481,U.S.,2016-07-09,2016-07-13,NBC News/Wall Street Journal,0.777777778,1000,41,35,11,0,44.86918,42.10005,6.16351,0,0,0,1,0,0.0031005,4
2482,Maryland,2016-09-09,2016-09-22,Ipsos,0.777777778,434,50.27,33.88,7.381739907,0,50.31316,34.45374,4.65976141,0,0,1,0,0,0.0030949,13
2483,U.S.,2016-07-22,2016-07-24,CNN/Opinion Research Corp.,0.777777778,875,39,44,9,0,43.85397,46.11,4.631444,0,0,0,1,0,0.0030858,2
2484,Delaware,2016-09-14,2016-09-20,Google Consumer Surveys,0.555555556,101,41.23,30.04,6.6,0,48.77344,38.54924,2.691606,0,0,1,0,0,0,6
2485,Nebraska,2016-09-21,2016-09-26,Google Consumer Surveys,0.555555556,207,29.03,38.05,5.33,0,36.3629,46.58503,1.66211,0,0,1,0,0,0.0030692,5
2486,Alabama,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,372.5,19.45,56.59,4.93,0,25.94269,64.81541,1.56073,0,0,1,0,0,0,6
2487,Kansas,2016-09-02,2016-09-22,Ipsos,0.777777778,309,35.91,50.8,7.381739907,0,34.88639,50.40985,4.65976141,0,0,1,0,0,0.0030526,20
2488,District of Columbia,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,66,38.8,32.39,6.32,0,47.06968,41.88916,2.218874,0,0,1,0,0,0,6
2489,Massachusetts,2016-08-09,2016-09-01,SurveyMonkey,0.111111111,1157.5,48,29,11,0,50.67745,35.4329,3.988227,0,0,0,1,0,0.003019,23
2490,Nevada,2016-09-02,2016-09-22,Ipsos,0.777777778,286,45.03,45.02,7.381739907,0,44.67836,45.2776,4.65976141,0,0,1,0,0,0.0030065,20
2491,Maine,2016-06-15,2016-06-21,University of New Hampshire,0.666666667,465,42,35,7.381739907,0,41.76123,38.11454,4.65976141,0,0,1,0,0,0.0029958,6
2492,Georgia,2016-09-27,2016-10-03,Google Consumer Surveys,0.555555556,600,28.89,43.74,7.39,0,35.41066,52.02312,4.02073,0,0,1,0,0,0,6
2493,Missouri,2016-09-09,2016-09-22,Ipsos,0.777777778,341,35.23,50.79,7.381739907,0,34.75795,50.8541,4.65976141,0,0,1,0,0,0.0029878,13
2494,U.S.,2016-09-17,2016-09-21,Ipsos,0.777777778,1116,38.3,37.7,7.8,0,40.54563,40.46896,5.10402,0,0,1,0,0,0.0029816,4
2495,U.S.,2016-09-30,2016-10-06,CVOTER International,0.333333333,1251,47.74,46.7,7.381739907,0,45.60236,44.54169,4.65976141,0,0,1,0,0,0.0029696,6
2496,Iowa,2016-06-24,2016-06-28,Loras College,0.444444444,600,44,31,6,0,47.51849,36.62016,2.509296,0,0,1,0,0,0.0029614,4
2497,Iowa,2016-09-02,2016-09-22,Ipsos,0.777777778,341,40.51,50.74,7.381739907,0,40.32405,51.20504,4.65976141,0,0,1,0,0,0.0029593,20
2498,Kentucky,2016-07-05,2016-07-07,Google Consumer Surveys,0.555555556,778,28.3,33.6,7.381739907,0,35.53333,44.41558,4.65976141,0,1,0,0,0,0.0029554,2
2499,U.S.,2016-10-27,2016-10-28,Google Consumer Surveys,0.555555556,956,37.1,36.6,5.9,0,42.52401,43.17819,4.958244,0,0,1,0,0,0.0029516,1
2500,Pennsylvania,2016-09-23,2016-09-29,Ipsos,0.777777778,500,45.23,42.35,7.381739907,0,44.89769,42.98726,4.65976141,0,0,1,0,0,0.0029471,6
2501,U.S.,2016-10-04,2016-10-06,Rasmussen Reports/Pulse Opinion Research,0.333333333,1500,43,42,7,0,44.40402,45.37598,4.733813,0,0,1,0,0,0.0029089,2
